A�O_EVAL;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;CLAVE;DOC_GENERO;NIVEL;SUBSECT;AE_PJE;EP_PJE;IRT_PJE;PF_PJE;PF_ESC;INSTR_PJE;CCE_ESC;M1D1_PJE;M1D2_PJE;M1D3_PJE;M1D4_PJE;M1D1_ESC;M1D2_ESC;M1D3_ESC;M1D4_ESC;M2D5_PJE;M2D6_PJE;M2D7_PJE;M2D5_ESC;M2D6_ESC;M2D7_ESC
2013;10527;9;ESCUELA JULIETA BECERRA ALVAREZ;13;132;13203;SAN JOSE DE MAIPO;1;0;CA1081012621;2;2;G;4;4;3;2,93;C;3,26;D;3;3;3;3;C;C;C;C;3;3;2,5;C;C;B
2013;10527;9;ESCUELA JULIETA BECERRA ALVAREZ;13;132;13203;SAN JOSE DE MAIPO;1;0;ED1323631811;1;2;G;3;3;3;2,48;B;2,69;C;3;2,67;3;2,5;C;C;C;B;2,67;2;1,5;C;B;I
2013;10527;9;ESCUELA JULIETA BECERRA ALVAREZ;13;132;13203;SAN JOSE DE MAIPO;1;0;DC1910416021;2;3;CN;4;3;2;1,89;B;2,33;B;2,67;2,33;1;1;C;B;I;I;2,33;1,67;2,25;B;I;B
2013;10527;9;ESCUELA JULIETA BECERRA ALVAREZ;13;132;13203;SAN JOSE DE MAIPO;1;0;FG1485036221;2;2;G;4;2;2;1,91;B;2,03;B;2,33;1,67;3;1;B;I;C;I;2,33;1,67;1,38;B;I;I
2013;10527;9;ESCUELA JULIETA BECERRA ALVAREZ;13;132;13203;SAN JOSE DE MAIPO;1;0;BA1013566421;2;5;TEA;4;3;2;2,44;B;2,66;C;2,33;2,33;3;1,5;B;B;C;I;2,67;3;2,25;C;C;B
2013;10527;9;ESCUELA JULIETA BECERRA ALVAREZ;13;132;13203;SAN JOSE DE MAIPO;1;0;FF1453192921;2;3;AM;4;3;3;2,76;C;2,96;D;2,33;2,67;3,5;2,5;B;C;D;B;2,67;2,67;3;C;C;C
2013;10527;9;ESCUELA JULIETA BECERRA ALVAREZ;13;132;13203;SAN JOSE DE MAIPO;1;0;HH1238652021;2;2;G;4;3;2;2,29;B;2,57;C;2,67;2,33;1,5;2,5;C;B;I;B;2,67;2,33;2;C;B;B
2013;10528;7;ESCUELA EL CANELO;13;132;13203;SAN JOSE DE MAIPO;1;1;AB1048653221;2;2;G;4;3;3;2,6;C;2,86;C;2,67;3;2,5;3;C;C;B;C;2,67;2,33;2;C;B;B
2013;10528;7;ESCUELA EL CANELO;13;132;13203;SAN JOSE DE MAIPO;1;1;AC1028021421;2;5;TEL;3;4;3;2,42;B;2,85;C;2,67;2;3;2;C;B;C;B;2,67;2,33;2,25;C;B;B
2013;10528;7;ESCUELA EL CANELO;13;132;13203;SAN JOSE DE MAIPO;1;1;FF1309873711;1;3;EF;3;3;3;2,24;B;2,54;C;2,67;1,5;2,75;2;C;I;C;B;2,67;2,33;1,75;C;B;I
2013;10528;7;ESCUELA EL CANELO;13;132;13203;SAN JOSE DE MAIPO;1;1;EE1985768822;2;1;P;4;4;3;2,13;B;2,78;C;1,67;2;2,5;2;I;B;B;B;2,67;2,33;1,75;C;B;I
2013;10529;5;ESCUELA EL MELOCOTON;13;132;13203;SAN JOSE DE MAIPO;1;1;AA1072135921;2;5;TEA;4;3;2;2,05;B;2,43;B;2,33;2,33;1,5;1;B;B;I;I;2,67;3;1,5;C;C;I
2013;10529;5;ESCUELA EL MELOCOTON;13;132;13203;SAN JOSE DE MAIPO;1;1;BC2087419321;2;2;G;4;3;3;2,16;B;2,6;C;3;2;3;1;C;B;C;I;2,67;1,67;1,75;C;I;I
2013;10530;9;ESCUELA DE CONCENTRACION FRONTERIZA;13;132;13203;SAN JOSE DE MAIPO;1;1;JJ1265899421;2;2;G;3;3;2;2,64;C;2,68;C;3;2,33;2,5;2;C;B;B;B;2,67;3;3;C;C;C
2013;10530;9;ESCUELA DE CONCENTRACION FRONTERIZA;13;132;13203;SAN JOSE DE MAIPO;1;1;JI1735193021;2;2;G;3;3;1;2,48;B;2,49;C;3;2;3;2;C;B;C;B;2,67;2,67;2;C;C;B
2013;10536;8;ESCUELA BAS.Y ESP. INTEGRADORA EL MANZANO;13;132;13203;SAN JOSE DE MAIPO;1;1;CB1078094421;2;2;G;4;3;3;2,62;C;2,87;C;3,33;3;1;2,5;D;C;I;B;3;3;2,5;C;C;B
2013;10537;6;ESCUELA 636 SAN ALFONSO;13;132;13203;SAN JOSE DE MAIPO;1;1;AB1099447921;2;2;G;4;3;3;2,17;B;2,6;C;2,5;1,17;2,75;2;B;I;C;B;2,67;1,83;2,25;C;B;B
2013;10537;6;ESCUELA 636 SAN ALFONSO;13;132;13203;SAN JOSE DE MAIPO;1;1;BC1099006721;2;1;P;3;3;2;1,94;B;2,26;B;2;1,33;1;1,5;B;I;I;I;3,33;2,67;1,75;D;C;I
2013;10538;4;ESCUELA BASICA LAS MELOSAS;13;132;13203;SAN JOSE DE MAIPO;1;1;CB1032965621;2;2;G;4;3;3;2,02;B;2,51;C;2;1,33;3;2;B;I;C;B;2,33;2;1,5;B;B;I
2013;10542;2;CENTRO EDUCACIONAL BALDOMERO LILLO;13;134;13401;SAN BERNARDO;1;0;BC1019393711;1;4;RC;4;3;3;2,26;B;2,66;C;1,67;1,67;3;1,5;I;I;C;I;2,67;3,33;2;C;D;B
2013;10543;0;LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN;13;134;13401;SAN BERNARDO;1;0;CA1030476921;2;4;ET;4;4;2;1,86;B;2,52;C;2;2;1;1;B;B;I;I;3;2;2;C;B;B
2013;10543;0;LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN;13;134;13401;SAN BERNARDO;1;0;BA1067728621;2;4;AV;4;4;3;2,46;B;2,98;C;3,33;2,67;1;1,5;D;C;I;I;3;3;2,75;C;C;C
2013;10543;0;LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN;13;134;13401;SAN BERNARDO;1;0;BA1051214521;2;4;AM;4;4;2;2,44;B;2,86;C;2;2,67;3;1;B;C;C;I;3;2,67;2,75;C;C;C
2013;10543;0;LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN;13;134;13401;SAN BERNARDO;1;0;CA1018285411;1;6;EAEMCS;4;3;3;2,08;B;2,55;C;2;1,67;1,5;1,5;B;I;I;I;2,67;3;2,25;C;C;B
2013;10546;5;ESCUELA PILAR MOLINER DE NUEZ;13;134;13401;SAN BERNARDO;1;0;CB1080006221;2;5;TEA;3;3;3;2,43;B;2,66;C;3;2,33;2;2;C;B;B;B;2,67;3;2;C;C;B
2013;10546;5;ESCUELA PILAR MOLINER DE NUEZ;13;134;13401;SAN BERNARDO;1;0;AA1088327621;2;1;P;4;3;3;2,7;C;2,92;C;2,33;2,33;2,5;3;B;B;B;C;3;3;2,75;C;C;C
2013;10546;5;ESCUELA PILAR MOLINER DE NUEZ;13;134;13401;SAN BERNARDO;1;0;GE1910413121;2;3;L;4;3;3;3,17;C;3,2;D;3,67;3,67;3;3,5;D;D;C;D;2,67;2,67;3;C;C;C
2013;10546;5;ESCUELA PILAR MOLINER DE NUEZ;13;134;13401;SAN BERNARDO;1;0;FG1725702421;2;3;M;4;3;3;2,44;B;2,76;C;2,67;2;3;2;C;B;C;B;3;2,67;1,75;C;C;I
2013;10546;5;ESCUELA PILAR MOLINER DE NUEZ;13;134;13401;SAN BERNARDO;1;0;CA1073595321;2;2;G;4;3;3;2,21;B;2,63;C;1,83;2,33;2,5;1,25;B;B;B;I;2,67;3;1,88;C;C;B
2013;10546;5;ESCUELA PILAR MOLINER DE NUEZ;13;134;13401;SAN BERNARDO;1;0;BC1001508021;2;3;M;4;3;2;2,17;B;2,5;C;1,5;1,67;2,5;1,25;I;I;B;I;3;3;2,25;C;C;B
2013;10546;5;ESCUELA PILAR MOLINER DE NUEZ;13;134;13401;SAN BERNARDO;1;0;JK1584213121;2;5;TEA;3;3;3;2,39;B;2,63;C;2,33;2,33;2,5;2;B;B;B;B;2,83;2,33;2,38;C;B;B
2013;10548;1;ESCUELA ISABEL RIQUELME;13;134;13401;SAN BERNARDO;1;0;DC1794583811;1;3;L;4;4;3;2,24;B;2,84;C;2,33;1,33;3;1,5;B;I;C;I;2,67;2,33;2,5;C;B;B
2013;10548;1;ESCUELA ISABEL RIQUELME;13;134;13401;SAN BERNARDO;1;0;EE1564314011;1;3;M;4;3;3;2,31;B;2,69;C;3;1,67;1,5;2;C;I;I;B;3;3;2;C;C;B
2013;10548;1;ESCUELA ISABEL RIQUELME;13;134;13401;SAN BERNARDO;1;0;AC1098860121;2;3;RC;4;3;3;2,57;C;2,84;C;3;1;3;2;C;I;C;B;3;3;3;C;C;C
2013;10550;3;ESCUELA L.GRAL. BERNARDO O´HIGGINS;13;134;13401;SAN BERNARDO;1;0;CC1051455111;1;2;G;3;3;3;2,38;B;2,63;C;3;2;2;2;C;B;B;B;3;2,67;2;C;C;B
2013;10551;1;LICEO POLIV. LUCILA GODOY ALCAYAGA;13;134;13401;SAN BERNARDO;1;0;CB1079311821;2;3;RC;4;3;2;1,92;B;2,35;B;3;1;1,5;1,5;C;I;I;I;2,67;2;1,75;C;B;I
2013;10551;1;LICEO POLIV. LUCILA GODOY ALCAYAGA;13;134;13401;SAN BERNARDO;1;0;DE1306800921;2;4;M;4;2;3;2,61;C;2,67;C;3,17;1,33;2,5;2,75;C;I;B;C;3;3;2,5;C;C;B
2013;10551;1;LICEO POLIV. LUCILA GODOY ALCAYAGA;13;134;13401;SAN BERNARDO;1;0;BC1015229721;2;2;G;4;4;3;2,36;B;2,92;C;2,67;2,33;2,5;2,5;C;B;B;B;3;2;1,5;C;B;I
2013;10551;1;LICEO POLIV. LUCILA GODOY ALCAYAGA;13;134;13401;SAN BERNARDO;1;0;AA1015314011;1;4;EF;4;4;3;2,32;B;2,89;C;3,33;2,33;3;1,5;D;B;C;I;2,33;2;1,75;B;B;I
2013;10551;1;LICEO POLIV. LUCILA GODOY ALCAYAGA;13;134;13401;SAN BERNARDO;1;0;FG1798863411;1;4;H;4;4;3;2,62;C;3,07;D;3;2,67;2,5;3,25;C;C;B;C;2,67;2;2,25;C;B;B
2013;10553;8;ESCUELA MARCIAL MARTINEZ FERRARI;13;131;13105;EL BOSQUE;2;0;FG1802289325;2;3;M;3;3;3;1,79;B;2,27;B;1;2;1;1,5;I;B;I;I;2,67;2,33;2;C;B;B
2013;10553;8;ESCUELA MARCIAL MARTINEZ FERRARI;13;131;13105;EL BOSQUE;2;0;BA1098613111;1;3;L;3;3;3;2,42;B;2,65;C;2,33;1,67;3;2;B;I;C;B;3;2,67;2,25;C;C;B
2013;10553;8;ESCUELA MARCIAL MARTINEZ FERRARI;13;131;13105;EL BOSQUE;2;0;HI1270828121;2;2;G;4;3;2;2,26;B;2,56;C;2,67;2,67;1;1,5;C;C;I;I;3;3;2;C;C;B
2013;10553;8;ESCUELA MARCIAL MARTINEZ FERRARI;13;131;13105;EL BOSQUE;2;0;FF1165689911;1;3;AM;2;4;3;1,89;B;2,43;B;1;1,67;1;1;I;I;I;I;3,33;3;2,25;D;C;B
2013;10553;8;ESCUELA MARCIAL MARTINEZ FERRARI;13;131;13105;EL BOSQUE;2;0;KJ1389252521;2;2;G;4;3;3;2,45;B;2,77;C;3;2;2;2;C;B;B;B;2,67;3;2,5;C;C;B
2013;10553;8;ESCUELA MARCIAL MARTINEZ FERRARI;13;131;13105;EL BOSQUE;2;0;JK1790586221;2;2;G;3;3;3;2,68;C;2,81;C;3;1,67;3;3;C;I;C;C;2,67;2,67;2,75;C;C;C
2013;10554;6;ESCUELA GENERAL RENE SCHNEIDER CHEREAU;13;134;13401;SAN BERNARDO;1;0;BB1054179821;2;2;G;4;4;4;2,81;C;3,29;D;3;2,33;3,5;3,5;C;B;D;D;3;2,33;2;C;B;B
2013;10555;4;ESCUELA BASICA BASE EL BOSQUE;13;131;13105;EL BOSQUE;2;0;AA1018790211;1;2;G;4;3;3;2,07;B;2,54;C;2,67;1;1,5;1,5;C;I;I;I;2,67;2,67;2,5;C;C;B
2013;10555;4;ESCUELA BASICA BASE EL BOSQUE;13;131;13105;EL BOSQUE;2;0;BB1034191821;2;5;TEA;3;3;4;2,4;B;2,74;C;3;1;3;1,5;C;I;C;I;2,83;3;2,5;C;C;B
2013;10555;4;ESCUELA BASICA BASE EL BOSQUE;13;131;13105;EL BOSQUE;2;0;CB1014343121;2;3;L;4;3;4;2,11;B;2,67;C;2;1,67;2;2;B;I;B;B;3;2,33;1,75;C;B;I
2013;10556;2;ESCUELA ALEMANIA;13;134;13401;SAN BERNARDO;1;0;FF1409014621;2;3;RE;4;3;3;2,14;B;2,58;C;1,33;2;2,5;1;I;B;B;I;2,67;3;2,5;C;C;B
2013;10556;2;ESCUELA ALEMANIA;13;134;13401;SAN BERNARDO;1;0;BA1026354311;1;2;G;4;3;2;2,39;B;2,63;C;2,83;1,67;2;1,75;C;I;B;I;3;3;2,5;C;C;B
2013;10556;2;ESCUELA ALEMANIA;13;134;13401;SAN BERNARDO;1;0;BC1012802321;2;3;AV;3;4;3;1,93;B;2,56;C;2,17;1,83;1;1,25;B;B;I;I;2,67;2,33;2,25;C;B;B
2013;10556;2;ESCUELA ALEMANIA;13;134;13401;SAN BERNARDO;1;0;DE1605542011;1;3;M;3;3;3;2,68;C;2,81;D;3;2,33;2;2,5;C;B;B;B;3,33;3;2,63;D;C;C
2013;10556;2;ESCUELA ALEMANIA;13;134;13401;SAN BERNARDO;1;0;CC1032352821;2;3;CS;4;3;3;2,45;B;2,77;C;3;2;2;2,5;C;B;B;B;2,67;2,33;2,63;C;B;C
2013;10556;2;ESCUELA ALEMANIA;13;134;13401;SAN BERNARDO;1;0;EF1190837721;2;3;CN;4;3;3;2,82;C;2,99;C;3;2,67;1,5;3;C;C;I;C;3;3,33;3,25;C;D;C
2013;10557;0;ESCUELA GENERAL ALBERTO A. BACHELET MARTINEZ;13;131;13105;EL BOSQUE;2;0;CB1089610211;1;3;AM;4;4;1;1,93;B;2,46;B;2;1,33;1,5;1,5;B;I;I;I;2,67;2;2,5;C;B;B
2013;10557;0;ESCUELA GENERAL ALBERTO A. BACHELET MARTINEZ;13;131;13105;EL BOSQUE;2;0;BB1041048021;2;2;G;4;4;0;2,36;B;2,9;C;2,33;2,33;3;1,5;B;B;C;I;2,67;2,67;2;C;C;B
2013;10557;0;ESCUELA GENERAL ALBERTO A. BACHELET MARTINEZ;13;131;13105;EL BOSQUE;2;0;AB1039887221;2;1;P;4;3;2;1,98;B;2,39;B;1,67;1,67;2,5;1;I;I;B;I;3,33;2,67;1;D;C;I
2013;10558;9;ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA;13;134;13401;SAN BERNARDO;1;0;FG1751106121;2;2;G;4;2;3;2,06;B;2,34;C;2,33;2,33;2,5;1;B;B;B;I;2,67;2,33;1,25;C;B;I
2013;10558;9;ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA;13;134;13401;SAN BERNARDO;1;0;DE1644454123;2;3;CN;4;3;2;2,23;B;2,54;C;2,67;2;1,5;1;C;B;I;I;2,67;3;2,75;C;C;C
2013;10558;9;ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA;13;134;13401;SAN BERNARDO;1;0;CB1011073421;2;3;L;4;4;3;2,07;B;2,74;C;2;1,33;2;1;B;I;B;I;3;2,67;2,5;C;C;B
2013;10558;9;ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA;13;134;13401;SAN BERNARDO;1;0;JK1928229521;2;3;EF;2;3;3;2,1;B;2,36;C;1,67;1,67;2,5;1,5;I;I;B;I;3;2,33;2;C;B;B
2013;10560;0;ESCUELA JAVIERA CARRERA VERDUGO;13;134;13401;SAN BERNARDO;1;0;BC1080743811;1;3;L;4;3;3;2,77;C;2,96;D;3,33;3;3;2;D;C;C;B;2,67;2,67;2,75;C;C;C
2013;10560;0;ESCUELA JAVIERA CARRERA VERDUGO;13;134;13401;SAN BERNARDO;1;0;CC1030100921;2;5;TEA;4;3;3;2,32;B;2,69;C;2,33;2,67;1;3;B;C;I;C;2,67;2,83;1,75;C;C;I
2013;10561;9;ESCUELA CLAUDIO ARRAU LEON;13;131;13105;EL BOSQUE;2;0;AB1000294223;2;3;M;3;2;2;2,16;B;2,2;B;2;1,67;1,5;2;B;I;I;B;2,67;3;2,25;C;C;B
2013;10563;5;ESCUELA MANUEL MAGALLANES MOURE;13;134;13401;SAN BERNARDO;1;0;AC1065833311;1;3;CS;4;4;3;1,71;I;2,53;C;2;1;1;1;B;I;I;I;2,67;2,33;2;C;B;B
2013;10564;3;ESCUELA REPUBLICA DEL PERU;13;134;13401;SAN BERNARDO;1;0;CC1021034721;2;1;P;4;2;3;2;B;2,3;B;2,33;2;1;2,5;B;B;I;B;2,67;2;1,5;C;B;I
2013;10564;3;ESCUELA REPUBLICA DEL PERU;13;134;13401;SAN BERNARDO;1;0;AB1101870321;2;3;M;4;3;2;2,62;C;2,77;C;2,67;2,67;2,75;1,75;C;C;C;I;3,33;2,67;2,5;D;C;B
2013;10564;3;ESCUELA REPUBLICA DEL PERU;13;134;13401;SAN BERNARDO;1;0;CB1018365821;2;5;TEL;4;3;3;2,7;C;2,92;C;2,5;2,5;3;3;B;B;C;C;2,67;3;2,25;C;C;B
2013;10564;3;ESCUELA REPUBLICA DEL PERU;13;134;13401;SAN BERNARDO;1;0;BB1055296921;2;3;EF;4;3;2;2,33;B;2,6;C;3;2;2;2,5;C;B;B;B;2,67;2,67;1,5;C;C;I
2013;10565;1;ESCUELA DIEGO PORTALES;13;134;13401;SAN BERNARDO;1;0;CC1022245611;1;2;G;4;4;2;2,32;B;2,79;C;3,33;2,67;2;3;D;C;B;C;2,33;1,67;1,25;B;I;I
2013;10568;6;ESCUELA ORLANDO LETELIER;13;131;13105;EL BOSQUE;2;0;CA1049691711;1;2;G;4;3;3;2,69;C;2,91;C;3;3;2,5;3;C;C;B;C;2,67;2,67;2;C;C;B
2013;10568;6;ESCUELA ORLANDO LETELIER;13;131;13105;EL BOSQUE;2;0;AC1033424121;2;2;G;4;3;3;2,03;B;2,52;C;2,67;1,67;2;1;C;I;B;I;2,67;1,67;2,5;C;I;B
2013;10568;6;ESCUELA ORLANDO LETELIER;13;131;13105;EL BOSQUE;2;0;BA1057451721;2;3;M;4;3;3;2,1;B;2,56;C;1,33;1,67;2;2;I;I;B;B;3;2,67;2;C;C;B
2013;10568;6;ESCUELA ORLANDO LETELIER;13;131;13105;EL BOSQUE;2;0;AC1099684121;2;2;G;4;3;3;2,6;C;2,86;C;2,67;2,33;3;3;C;B;C;C;3;2,67;1,5;C;C;I
2013;10570;8;ESCUELA BASICA DR LUIS SEPULVEDA SALVATI;13;134;13401;SAN BERNARDO;1;0;AB1029410421;2;3;EF;4;4;3;1,92;B;2,65;C;2,33;1,17;1,5;2;B;I;I;B;2,67;2;1,75;C;B;I
2013;10570;8;ESCUELA BASICA DR LUIS SEPULVEDA SALVATI;13;134;13401;SAN BERNARDO;1;0;BC1084596121;2;3;CN;4;3;3;2,35;B;2,71;C;2,67;2;1,75;2,25;C;B;I;B;2,83;2,83;2,13;C;C;B
2013;10570;8;ESCUELA BASICA DR LUIS SEPULVEDA SALVATI;13;134;13401;SAN BERNARDO;1;0;CA1088973425;2;2;G;4;3;3;2,32;B;2,69;C;3;1,67;2;1,5;C;I;B;I;2,67;2,67;2,75;C;C;C
2013;10571;6;ESCUELA ESCRITORA  MARCELA PAZ;13;134;13401;SAN BERNARDO;1;0;AB1044635521;2;2;G;3;3;2;1,98;B;2,13;C;3;2;1;1;C;B;I;I;2,67;2,17;2;C;B;B
2013;10572;4;LICEO FRAY LUIS BELTRAN;13;131;13105;EL BOSQUE;2;0;CA1025409811;1;6;EAEBCN;4;3;2;2,4;B;2,52;C;2;2,83;2,5;1,5;B;C;B;I;2,67;2,83;2,5;C;C;B
2013;10573;2;CENTRO EDUCACIONAL MATIAS COUSINO;13;131;13105;EL BOSQUE;2;0;BA1022783521;2;3;RC;4;3;2;1,63;I;2,18;B;2;1;1;1;B;I;I;I;2,67;2;1,75;C;B;I
2013;10573;2;CENTRO EDUCACIONAL MATIAS COUSINO;13;131;13105;EL BOSQUE;2;0;BA1073896411;1;4;ET;3;3;2;1,75;I;2,15;B;1,67;1,5;1,25;1,25;I;I;I;I;2,67;1,67;2,25;C;I;B
2013;10573;2;CENTRO EDUCACIONAL MATIAS COUSINO;13;131;13105;EL BOSQUE;2;0;CB2042976621;2;4;M;4;3;3;2,13;B;2,58;C;2,33;1,33;3;1;B;I;C;I;3;2;2,25;C;B;B
2013;10573;2;CENTRO EDUCACIONAL MATIAS COUSINO;13;131;13105;EL BOSQUE;2;0;DD1528760521;2;4;H;4;3;3;1,93;B;2,46;B;1,67;1,67;1,5;2;I;I;I;B;2,67;2;2;C;B;B
2013;10574;0;ESCUELA ESPANA;13;134;13401;SAN BERNARDO;1;0;BA1067193811;1;3;CN;4;3;2;2,3;B;2,58;C;2;2;3;2;B;B;C;B;2,67;2,67;1,75;C;C;I
2013;10574;0;ESCUELA ESPANA;13;134;13401;SAN BERNARDO;1;0;CA1104832921;2;2;G;4;3;2;2,57;C;2,74;C;3,67;1,67;2,5;2;D;I;B;B;3;2,67;2,5;C;C;B
2013;10574;0;ESCUELA ESPANA;13;134;13401;SAN BERNARDO;1;0;AA1073575821;2;2;G;4;3;3;2,49;B;2,79;C;3;2,67;2,5;2,25;C;C;B;B;2,67;2,33;2;C;B;B
2013;10576;7;ESCUELA IGNACIO CARRERA PINTO;13;134;13401;SAN BERNARDO;1;0;CA1096732515;1;3;EF;4;3;2;1,93;B;2,36;C;2,83;1,33;1,75;2;C;I;I;B;1,67;1,67;2,25;I;I;B
2013;10576;7;ESCUELA IGNACIO CARRERA PINTO;13;134;13401;SAN BERNARDO;1;0;CB1030864121;2;3;L;4;3;3;2,48;B;2,79;C;2,67;2,33;2;3;C;B;B;C;2,67;2,67;2;C;C;B
2013;10578;3;ESCUELA STA. TERESA DE LOS MORROS;13;134;13401;SAN BERNARDO;1;0;CA1029164521;2;1;P;4;3;3;2,08;B;2,55;C;1,33;2,33;1,5;2;I;B;I;B;2,67;3;1,75;C;C;I
2013;10578;3;ESCUELA STA. TERESA DE LOS MORROS;13;134;13401;SAN BERNARDO;1;0;FG1144714311;1;3;I;3;4;3;1,86;B;2,52;C;1,67;2;1;1,5;I;B;I;I;2,67;1,67;2,5;C;I;B
2013;10578;3;ESCUELA STA. TERESA DE LOS MORROS;13;134;13401;SAN BERNARDO;1;0;BB1106958521;2;2;G;4;3;3;2,18;B;2,61;C;2,83;1,67;2,25;1,75;C;I;B;I;2,67;2,33;1,75;C;B;I
2013;10578;3;ESCUELA STA. TERESA DE LOS MORROS;13;134;13401;SAN BERNARDO;1;0;CC1051159511;1;3;EF;4;3;3;2,05;B;2,53;C;1,67;1,33;2;1,5;I;I;B;I;2,67;2,67;2,5;C;C;B
2013;10578;3;ESCUELA STA. TERESA DE LOS MORROS;13;134;13401;SAN BERNARDO;1;0;CA1013683411;1;3;CS;3;3;3;2,23;B;2,54;C;2,67;2,67;1,5;1,5;C;C;I;I;2,67;2,33;2,25;C;B;B
2013;10578;3;ESCUELA STA. TERESA DE LOS MORROS;13;134;13401;SAN BERNARDO;1;0;CC1036846721;2;3;M;3;3;2;2,3;B;2,48;C;2,83;2;1,75;1,25;C;B;I;I;3;3;2,25;C;C;B
2013;10578;3;ESCUELA STA. TERESA DE LOS MORROS;13;134;13401;SAN BERNARDO;1;0;IK1750642311;1;3;M;4;4;3;2,22;B;2,83;C;2,33;1,67;2;2;B;I;B;B;2,67;3;1,88;C;C;B
2013;10578;3;ESCUELA STA. TERESA DE LOS MORROS;13;134;13401;SAN BERNARDO;1;0;GE1860978521;2;2;G;4;4;2;2,07;B;2,64;C;2,5;1,5;1,75;2;B;I;I;B;2,33;2,67;1,75;B;C;I
2013;10578;3;ESCUELA STA. TERESA DE LOS MORROS;13;134;13401;SAN BERNARDO;1;0;FG1540438321;2;3;RC;4;3;2;2,19;B;2,51;C;1,67;1,67;2,5;1,5;I;I;B;I;2,67;3,33;2;C;D;B
2013;10580;5;ESCUELA ABRAHAM LINCOLN;13;134;13401;SAN BERNARDO;1;1;CB1050105421;2;2;G;3;3;2;2,49;B;2,59;C;2,33;1,67;3;2,5;B;I;C;B;2,67;3;2,25;C;C;B
2013;10580;5;ESCUELA ABRAHAM LINCOLN;13;134;13401;SAN BERNARDO;1;1;CB1057452521;2;5;TEL;4;3;2;2,31;B;2,59;C;2,67;2;2,5;1,5;C;B;B;I;2,67;2,67;2,13;C;C;B
2013;10580;5;ESCUELA ABRAHAM LINCOLN;13;134;13401;SAN BERNARDO;1;1;BB1026560521;2;3;RC;4;3;1;2,07;B;2,34;C;2;1,33;3;1,5;B;I;C;I;2,67;2;2;C;B;B
2013;10584;8;LICEO DE ADULTOS PUCARA DE CHENA;13;134;13401;SAN BERNARDO;1;0;AB1023154911;1;6;EAEMCS;3;4;3;1,88;B;2,53;C;2;1,67;1,5;1;B;I;I;I;2,67;2,33;2;C;B;B
2013;10584;8;LICEO DE ADULTOS PUCARA DE CHENA;13;134;13401;SAN BERNARDO;1;0;BB1051286111;1;6;EAEMM;3;4;2;2,7;C;2,92;C;2,67;2,33;2,5;2,5;C;B;B;B;2,67;3;3,25;C;C;C
2013;10584;8;LICEO DE ADULTOS PUCARA DE CHENA;13;134;13401;SAN BERNARDO;1;0;AA1088517121;2;6;EAEMM;3;4;3;2,74;C;3,04;D;3,33;2;3;2,5;D;B;C;B;3;3;2,38;C;C;B
2013;10584;8;LICEO DE ADULTOS PUCARA DE CHENA;13;134;13401;SAN BERNARDO;1;0;BC1049202021;2;6;EAEMI;3;4;2;2,3;B;2,68;C;3,33;2,67;2;2;D;C;B;B;2,33;2;1,75;B;B;I
2013;10586;4;ESCUELA ELEODORO YANEZ PONCE DE LEON;13;134;13401;SAN BERNARDO;1;1;BB1102855021;2;1;P;4;3;2;2,59;C;2,75;C;3;2,33;3;2;C;B;C;B;2,67;3;2,13;C;C;B
2013;10586;4;ESCUELA ELEODORO YANEZ PONCE DE LEON;13;134;13401;SAN BERNARDO;1;1;CC1084435621;2;5;TEA;4;4;2;2,58;C;2,95;C;3;2,67;2,5;2,5;C;C;B;B;2,67;3;1,75;C;C;I
2013;10586;4;ESCUELA ELEODORO YANEZ PONCE DE LEON;13;134;13401;SAN BERNARDO;1;1;CC1055255721;2;3;CN;4;3;2;2,38;B;2,63;C;3;2;2;1,5;C;B;B;I;2,67;3;2,5;C;C;B
2013;10586;4;ESCUELA ELEODORO YANEZ PONCE DE LEON;13;134;13401;SAN BERNARDO;1;1;CB1094198721;2;2;G;4;3;3;1,92;B;2,45;B;3;1;2;1;C;I;B;I;2,67;2;1,75;C;B;I
2013;10586;4;ESCUELA ELEODORO YANEZ PONCE DE LEON;13;134;13401;SAN BERNARDO;1;1;CC1094807111;1;6;EAEML;4;4;3;2,57;C;3,04;D;3,67;3;2;2;D;C;B;B;2,67;2,67;2;C;C;B
2013;10586;4;ESCUELA ELEODORO YANEZ PONCE DE LEON;13;134;13401;SAN BERNARDO;1;1;CC1006605221;2;5;TEL;4;3;3;2,73;C;2,94;C;3,17;3;2,25;3;C;C;B;C;2,67;3;2;C;C;B
2013;10586;4;ESCUELA ELEODORO YANEZ PONCE DE LEON;13;134;13401;SAN BERNARDO;1;1;EG1157952811;1;3;M;4;3;3;1,64;I;2,28;B;1,33;1,33;1;1,5;I;I;I;I;3;2,33;1;C;B;I
